vulnerability_id,severity,status,class,target,package,installed_version,fixed_version,title
CVE-2026-58014,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-0,2.66.8-1+deb11u8,,"glib: off-by-one error in glib/gkeyfile.c via ""g_key_file_get_locale_string_list"""
CVE-2026-58015,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-0,2.66.8-1+deb11u8,,glib: path traversal in glib/gio/gdbusauthmechanismsha1.c via keyring_lookup_entry and mechanism_client_data_receive
CVE-2026-58016,CRITICAL,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-0,2.66.8-1+deb11u8,,"glib: integer underflow in gio/gdbusintrospection.c via ""g_dbus_node_info_new_for_xml"""
CVE-2026-58010,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-bin,2.66.8-1+deb11u8,,glib: buffer over-read in glib/gvariant-serialiser.c via gvs_tuple_is_normal()
CVE-2026-58011,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-bin,2.66.8-1+deb11u8,,glib: out-of-bounds read in glib/gdatetime.c:g_date_time_get_ymd via invalid GDateTime
CVE-2026-58012,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-bin,2.66.8-1+deb11u8,,glib: buffer over-read in g_regex_replace() via glib/gregex.c:string_append() and g_utf8_next_char()
CVE-2026-58013,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-bin,2.66.8-1+deb11u8,,"glib: buffer over-read in glib/giochannel.c via ""g_io_channel_read_line_backend"""
CVE-2026-58014,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-bin,2.66.8-1+deb11u8,,"glib: off-by-one error in glib/gkeyfile.c via ""g_key_file_get_locale_string_list"""
CVE-2026-58015,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-bin,2.66.8-1+deb11u8,,glib: path traversal in glib/gio/gdbusauthmechanismsha1.c via keyring_lookup_entry and mechanism_client_data_receive
CVE-2026-58016,CRITICAL,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-bin,2.66.8-1+deb11u8,,"glib: integer underflow in gio/gdbusintrospection.c via ""g_dbus_node_info_new_for_xml"""
CVE-2025-14087,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,2.66.8-1+deb11u7,glib: GLib: Buffer underflow in GVariant parser leads to heap corruption
CVE-2026-58010,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,,glib: buffer over-read in glib/gvariant-serialiser.c via gvs_tuple_is_normal()
CVE-2026-58011,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,,glib: out-of-bounds read in glib/gdatetime.c:g_date_time_get_ymd via invalid GDateTime
CVE-2026-58012,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,,glib: buffer over-read in g_regex_replace() via glib/gregex.c:string_append() and g_utf8_next_char()
CVE-2026-58013,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,,"glib: buffer over-read in glib/giochannel.c via ""g_io_channel_read_line_backend"""
CVE-2026-58014,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,,"glib: off-by-one error in glib/gkeyfile.c via ""g_key_file_get_locale_string_list"""
CVE-2026-58015,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,,glib: path traversal in glib/gio/gdbusauthmechanismsha1.c via keyring_lookup_entry and mechanism_client_data_receive
CVE-2026-58016,CRITICAL,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-data,2.66.8-1+deb11u6,,"glib: integer underflow in gio/gdbusintrospection.c via ""g_dbus_node_info_new_for_xml"""
CVE-2026-58010,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev,2.66.8-1+deb11u8,,glib: buffer over-read in glib/gvariant-serialiser.c via gvs_tuple_is_normal()
CVE-2026-58011,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev,2.66.8-1+deb11u8,,glib: out-of-bounds read in glib/gdatetime.c:g_date_time_get_ymd via invalid GDateTime
CVE-2026-58012,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev,2.66.8-1+deb11u8,,glib: buffer over-read in g_regex_replace() via glib/gregex.c:string_append() and g_utf8_next_char()
CVE-2026-58013,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev,2.66.8-1+deb11u8,,"glib: buffer over-read in glib/giochannel.c via ""g_io_channel_read_line_backend"""
CVE-2026-58014,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev,2.66.8-1+deb11u8,,"glib: off-by-one error in glib/gkeyfile.c via ""g_key_file_get_locale_string_list"""
CVE-2026-58015,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev,2.66.8-1+deb11u8,,glib: path traversal in glib/gio/gdbusauthmechanismsha1.c via keyring_lookup_entry and mechanism_client_data_receive
CVE-2026-58016,CRITICAL,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev,2.66.8-1+deb11u8,,"glib: integer underflow in gio/gdbusintrospection.c via ""g_dbus_node_info_new_for_xml"""
CVE-2026-58010,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev-bin,2.66.8-1+deb11u8,,glib: buffer over-read in glib/gvariant-serialiser.c via gvs_tuple_is_normal()
CVE-2026-58011,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev-bin,2.66.8-1+deb11u8,,glib: out-of-bounds read in glib/gdatetime.c:g_date_time_get_ymd via invalid GDateTime
CVE-2026-58012,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev-bin,2.66.8-1+deb11u8,,glib: buffer over-read in g_regex_replace() via glib/gregex.c:string_append() and g_utf8_next_char()
CVE-2026-58013,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev-bin,2.66.8-1+deb11u8,,"glib: buffer over-read in glib/giochannel.c via ""g_io_channel_read_line_backend"""
CVE-2026-58014,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev-bin,2.66.8-1+deb11u8,,"glib: off-by-one error in glib/gkeyfile.c via ""g_key_file_get_locale_string_list"""
CVE-2026-58015,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev-bin,2.66.8-1+deb11u8,,glib: path traversal in glib/gio/gdbusauthmechanismsha1.c via keyring_lookup_entry and mechanism_client_data_receive
CVE-2026-58016,CRITICAL,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libglib2.0-dev-bin,2.66.8-1+deb11u8,,"glib: integer underflow in gio/gdbusintrospection.c via ""g_dbus_node_info_new_for_xml"""
CVE-2025-32988,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgnutls30,3.7.1-5+deb11u7,3.7.1-5+deb11u8,gnutls: Vulnerability in GnuTLS otherName SAN export
CVE-2025-32990,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgnutls30,3.7.1-5+deb11u7,3.7.1-5+deb11u8,gnutls: Vulnerability in GnuTLS certtool template parsing
CVE-2026-33845,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgnutls30,3.7.1-5+deb11u7,3.7.1-5+deb11u10,gnutls: GnuTLS: Denial of Service via DTLS zero-length fragment
CVE-2026-33846,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgnutls30,3.7.1-5+deb11u7,3.7.1-5+deb11u10,gnutls: GnuTLS: Denial of Service via heap buffer overflow in DTLS handshake fragment reassembly
CVE-2026-3833,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgnutls30,3.7.1-5+deb11u7,3.7.1-5+deb11u10,gnutls: GnuTLS: Policy bypass due to case-sensitive nameConstraints comparison
CVE-2026-42009,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgnutls30,3.7.1-5+deb11u7,3.7.1-5+deb11u10,gnutls: gnutls: Denial of Service via DTLS packet reordering vulnerability
CVE-2026-42010,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgnutls30,3.7.1-5+deb11u7,3.7.1-5+deb11u10,gnutls: gnutls: Authentication Bypass via NUL Character in Username
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgssapi-krb5-2,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgssapi-krb5-2,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgssrpc4,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libgssrpc4,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2023-25193,HIGH,affected,os-pkgs,ci-local/ocr-service (debian 11.11),libharfbuzz0b,2.7.4-1,,harfbuzz: allows attackers to trigger O(n^2) growth via consecutive marks
CVE-2025-68431,HIGH,fix_deferred,os-pkgs,ci-local/ocr-service (debian 11.11),libheif1,1.11.0-1+deb11u2,,libheif is an HEIF and AVIF file format decoder and encoder. Prior to  ...
CVE-2026-32740,HIGH,affected,os-pkgs,ci-local/ocr-service (debian 11.11),libheif1,1.11.0-1+deb11u2,,libheif: libheif: Arbitrary code execution or denial of service via crafted HEIF/AVIF file
CVE-2026-32741,HIGH,affected,os-pkgs,ci-local/ocr-service (debian 11.11),libheif1,1.11.0-1+deb11u2,,libheif: libheif: Heap buffer overflow vulnerability in image decoding
CVE-2026-32882,HIGH,affected,os-pkgs,ci-local/ocr-service (debian 11.11),libheif1,1.11.0-1+deb11u2,,libheif: libheif: Denial of Service and Information Disclosure vulnerability
CVE-2026-41071,HIGH,affected,os-pkgs,ci-local/ocr-service (debian 11.11),libheif1,1.11.0-1+deb11u2,,libheif is a HEIF and AVIF file format decoder and encoder. In version ...
CVE-2026-47178,HIGH,affected,os-pkgs,ci-local/ocr-service (debian 11.11),libheif1,1.11.0-1+deb11u2,,libheif is a HEIF and AVIF file format decoder and encoder. In version ...
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libk5crypto3,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libk5crypto3,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkadm5clnt-mit12,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkadm5clnt-mit12,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkadm5srv-mit12,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkadm5srv-mit12,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkdb5-10,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkdb5-10,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkrb5-3,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkrb5-3,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkrb5-dev,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkrb5-dev,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2026-40355,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkrb5support0,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5: Denial of Service via NULL pointer dereference in NegoEx mechanism
CVE-2026-40356,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libkrb5support0,1.18.3-6+deb11u7,1.18.3-6+deb11u8,krb5: MIT Kerberos 5 (krb5): Denial of Service via integer underflow and out-of-bounds read
CVE-2021-4048,CRITICAL,affected,os-pkgs,ci-local/ocr-service (debian 11.11),liblapack-dev,3.9.0-3+deb11u1,,lapack: Out-of-bounds read in *larrv
CVE-2021-4048,CRITICAL,affected,os-pkgs,ci-local/ocr-service (debian 11.11),liblapack3,3.9.0-3+deb11u1,,lapack: Out-of-bounds read in *larrv
CVE-2026-41254,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),liblcms2-2,2.12~rc1-2,2.12~rc1-2+deb11u1,Little CMS: lcms2: mm2/Little-CMS: Little CMS: Information disclosure or denial of service via integer overflow in CubeS
CVE-2026-41254,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),liblcms2-dev,2.12~rc1-2,2.12~rc1-2+deb11u1,Little CMS: lcms2: mm2/Little-CMS: Little CMS: Information disclosure or denial of service via integer overflow in CubeS
CVE-2023-2953,HIGH,affected,os-pkgs,ci-local/ocr-service (debian 11.11),libldap-2.4-2,2.4.57+dfsg-3+deb11u1,,openldap: null pointer dereference in  ber_memalloc_x  function
CVE-2025-53014,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,ImageMagick: ImageMagick Heap Buffer Overflow
CVE-2025-53019,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,ImageMagick: ImageMagick Memory Leak
CVE-2025-53101,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,ImageMagick: ImageMagick Stack Buffer Overflow
CVE-2025-55154,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,imagemagick: ImageMagick: integer overflows in MNG magnification
CVE-2025-55212,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,ImageMagick: ImageMagick crash on crafted input
CVE-2025-55298,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,ImageMagick: ImageMagick Format String Bug in InterpretImageFilename leads to arbitrary code execution
CVE-2025-57803,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,imagemagick: ImageMagick (WriteBMPImage): 32-bit integer overflow when writing BMP scanline stride → heap buffer overflo
CVE-2025-57807,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u6,imagemagick: ImageMagick BlobStream Forward-Seek Under-Allocation
CVE-2025-62171,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u7,ImageMagick: ImageMagick vulnerable to denial of service via integer overflow in BMP decoder on 32-bit systems
CVE-2025-66628,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u8,ImageMagick: ImageMagick Integer Overflow leading to out of bounds read (32-bit only)
CVE-2025-68618,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u8,ImageMagick: ImageMagick: Denial of Service via malicious SVG file
CVE-2025-69204,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u8,ImageMagick: ImageMagick: Denial of Service via integer overflow in SVG image processing
CVE-2026-23876,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u9,ImageMagick: ImageMagick: Arbitrary code execution via a crafted XBM image file
CVE-2026-23952,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u9,ImageMagick: ImageMagick: Denial of Service via processing of MSL comment tags
CVE-2026-25795,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service due to NULL pointer dereference during temporary file creation failure
CVE-2026-25796,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service Vulnerability
CVE-2026-25798,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service via crafted image file
CVE-2026-25799,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service via YUV sampling factor validation error
CVE-2026-25897,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Out-of-bounds heap write via integer overflow in sun decoder
CVE-2026-25898,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Information disclosure or denial of service via crafted image with invalid pixel index
CVE-2026-25965,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Local File Disclosure via Path Traversal
CVE-2026-25968,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Memory corruption via stack buffer overflow when processing an attribute
CVE-2026-25970,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Memory corruption and denial of service via signed integer overflow in SIXEL decoder.
CVE-2026-25971,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u11,ImageMagick: ImageMagick: Denial of Service via circular references in MSL files
CVE-2026-25983,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of service via crafted MSL script
CVE-2026-25985,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u11,ImageMagick: Memory allocation with excessive without limits in the internal SVG decoder
CVE-2026-25986,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service via malicious YUV image processing
CVE-2026-25987,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Memory disclosure and denial of service via crafted MAP files
CVE-2026-25988,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service due to memory leak in image processing
CVE-2026-26066,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service via crafted IPTC data
CVE-2026-26283,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Denial of Service via crafted image leading to an infinite loop
CVE-2026-26284,CRITICAL,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u11,ImageMagick: ImageMagick: Out-of-bounds read via crafted Photo CD (PCD) files
CVE-2026-27798,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u10,ImageMagick: ImageMagick: Information disclosure via heap buffer over-read when processing images
CVE-2026-28691,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u11,ImageMagick: ImageMagick: Denial of Service via uninitialized pointer dereference in JBIG decoder
CVE-2026-28693,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u11,ImageMagick: ImageMagick: Out-of-bounds read or write due to integer overflow in DIB coder
CVE-2026-30883,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u11,ImageMagick: ImageMagick: Denial of Service due to heap overflow when processing large image profiles
CVE-2026-32636,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u11,ImageMagick: ImageMagick: Denial of Service via out-of-bounds write in NewXMLTree method
CVE-2026-33900,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u12,ImageMagick: Magick.NET: ImageMagick: Denial of Service via integer truncation in viff encoder
CVE-2026-33901,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u13,ImageMagick: Magick.NET: ImageMagick: Denial of Service due to heap buffer overflow in MVG decoder
CVE-2026-33905,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u12,ImageMagick: ImageMagick: Denial of service via out-of-bounds read in -sample operation
CVE-2026-33908,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u12,ImageMagick: Magick.NET: ImageMagick: Denial of Service via deeply nested XML file processing
CVE-2026-45031,HIGH,fixed,os-pkgs,ci-local/ocr-service (debian 11.11),libmagickcore-6-arch-config,8:6.9.11.60+dfsg-1.3+deb11u5,8:6.9.11.60+dfsg-1.3+deb11u13,ImageMagick: ImageMagick: Denial of Service due to resource policy bypass in PSD decoder
